emp_id,component_name,component_code,amount
EMP-00679,Gratuity Contribution,2,1594.65
EMP-00679,Income Tax,2,432.19
EMP-00680,Shift Allowance,1,8762.9
EMP-00680,Performance Allowance,1,8846.98
EMP-00680,Meal Allowance,1,9432.28
EMP-00680,Internet Allowance,1,7141.13
EMP-00680,Professional Tax,2,2990.22
EMP-00680,Insurance,2,5548.75
EMP-00681,House Rent Allowance,1,5637.79
EMP-00681,Performance Allowance,1,3149.63
EMP-00681,Meal Allowance,1,2656.73
EMP-00681,Special Allowance,1,1772.5
EMP-00681,Remote Work Allowance,1,766.13
EMP-00681,Travel Allowance,1,3388.21
EMP-00681,Professional Tax,2,2099.09
EMP-00681,Insurance,2,3715.49
EMP-00681,Gratuity Contribution,2,1079.36
EMP-00681,Provident Fund,2,1451.94
EMP-00682,Transport Allowance,1,6355.18
EMP-00682,Special Allowance,1,8605.37
EMP-00682,Internet Allowance,1,8415.43
EMP-00682,Performance Allowance,1,11223.48
EMP-00682,House Rent Allowance,1,11740.38
EMP-00682,Income Tax,2,3825.14
EMP-00682,Insurance,2,2150.14
EMP-00682,Provident Fund,2,3211.05
EMP-00682,Professional Tax,2,3718.16
EMP-00683,Travel Allowance,1,668.48
EMP-00683,Medical Allowance,1,3217.77
EMP-00683,Shift Allowance,1,2582.31
EMP-00683,Performance Allowance,1,4071.5
EMP-00683,House Rent Allowance,1,830.91
EMP-00683,Insurance,2,2394.83
EMP-00683,Professional Tax,2,1765.98
EMP-00683,Gratuity Contribution,2,878.83
EMP-00684,Travel Allowance,1,5625.77
EMP-00684,Medical Allowance,1,6770.41
EMP-00684,Performance Allowance,1,4174.31
EMP-00684,Transport Allowance,1,4525.4
EMP-00684,Professional Tax,2,4683.55
EMP-00684,Gratuity Contribution,2,1482.76
EMP-00684,Income Tax,2,4154.03
EMP-00684,Insurance,2,2006.39
EMP-00685,Special Allowance,1,12190.42
EMP-00685,Meal Allowance,1,11513.09
EMP-00685,Performance Allowance,1,3294.12
EMP-00685,Medical Allowance,1,2184.6
EMP-00685,Gratuity Contribution,2,7526.66
EMP-00685,Income Tax,2,957.03
EMP-00685,Professional Tax,2,1926.62
EMP-00686,Transport Allowance,1,29757.02
EMP-00686,Travel Allowance,1,18368.01
EMP-00686,Medical Allowance,1,8952.06
EMP-00686,Insurance,2,5855.86
EMP-00686,Income Tax,2,13919.29
EMP-00686,Professional Tax,2,10605.78
EMP-00687,Shift Allowance,1,8508.22
EMP-00687,Transport Allowance,1,7277.65
EMP-00687,Remote Work Allowance,1,7493.06
EMP-00687,Gratuity Contribution,2,1339.17
EMP-00687,Income Tax,2,3393.29
EMP-00687,Provident Fund,2,2458.36
EMP-00688,Performance Allowance,1,17469.78
EMP-00688,House Rent Allowance,1,19516.2
EMP-00688,Internet Allowance,1,10985.04
EMP-00688,Medical Allowance,1,13381.39
EMP-00688,Transport Allowance,1,9907.54
EMP-00688,Insurance,2,5342.55
EMP-00688,Gratuity Contribution,2,9634.41
EMP-00688,Professional Tax,2,3743.98
EMP-00689,Special Allowance,1,5472.84
EMP-00689,House Rent Allowance,1,3570.34
EMP-00689,Transport Allowance,1,6595.74
EMP-00689,Internet Allowance,1,4756.09
EMP-00689,Shift Allowance,1,3545.59
EMP-00689,Professional Tax,2,4535.58
EMP-00689,Income Tax,2,4511.73
EMP-00690,Meal Allowance,1,29676.85
EMP-00690,Performance Allowance,1,12209.32
EMP-00690,Internet Allowance,1,8847.26
EMP-00690,House Rent Allowance,1,10892.29
EMP-00690,Remote Work Allowance,1,28414.76
EMP-00690,Special Allowance,1,22494.1
EMP-00690,Provident Fund,2,17804.56
EMP-00690,Income Tax,2,19459.31
EMP-00690,Gratuity Contribution,2,7970.22
EMP-00690,Insurance,2,13996.11
EMP-00691,Medical Allowance,1,24464.37
EMP-00691,Internet Allowance,1,4016.38
EMP-00691,Performance Allowance,1,22578.49
EMP-00691,Provident Fund,2,14595.8
EMP-00691,Insurance,2,9929.61
EMP-00692,Performance Allowance,1,3917.3
EMP-00692,Transport Allowance,1,1665.17
EMP-00692,Remote Work Allowance,1,1545.82
EMP-00692,Professional Tax,2,923.27
EMP-00692,Insurance,2,2551.04
EMP-00692,Income Tax,2,3770.07
EMP-00692,Gratuity Contribution,2,1723.6
EMP-00693,Medical Allowance,1,2641.68
EMP-00693,Performance Allowance,1,2031.75
EMP-00693,Internet Allowance,1,2201.8
EMP-00693,Travel Allowance,1,2230.35
EMP-00693,Remote Work Allowance,1,3416.43
EMP-00693,Provident Fund,2,2515.01
EMP-00693,Gratuity Contribution,2,3037.57
EMP-00693,Professional Tax,2,2133.34
EMP-00693,Insurance,2,1010.45
EMP-00694,Performance Allowance,1,13978.24
EMP-00694,Medical Allowance,1,13309.07
EMP-00694,Transport Allowance,1,4186.92
EMP-00694,Shift Allowance,1,5491.93
EMP-00694,Internet Allowance,1,7648.31
EMP-00694,Provident Fund,2,7852.62
EMP-00694,Gratuity Contribution,2,4576.7
EMP-00694,Income Tax,2,7331.12
EMP-00695,House Rent Allowance,1,4873.57
EMP-00695,Shift Allowance,1,4170.55
EMP-00695,Performance Allowance,1,1655.06
EMP-00695,Transport Allowance,1,2793.75
EMP-00695,Income Tax,2,3134.7
EMP-00695,Professional Tax,2,2588.07
EMP-00696,Internet Allowance,1,2326.23
EMP-00696,Performance Allowance,1,2597.37
EMP-00696,Remote Work Allowance,1,1620.65
EMP-00696,Professional Tax,2,5462.69
EMP-00696,Provident Fund,2,4251.55
EMP-00696,Income Tax,2,1196.33
EMP-00697,Shift Allowance,1,2131.21
EMP-00697,Transport Allowance,1,5594.63
EMP-00697,Performance Allowance,1,5996.72
EMP-00697,Special Allowance,1,5629.0
EMP-00697,Insurance,2,2159.98
EMP-00697,Professional Tax,2,3336.96
EMP-00697,Provident Fund,2,737.12
EMP-00697,Gratuity Contribution,2,1445.3
EMP-00698,Transport Allowance,1,2078.78
EMP-00698,Performance Allowance,1,4273.66
EMP-00698,Meal Allowance,1,4171.05
EMP-00698,Insurance,2,2948.43
EMP-00698,Gratuity Contribution,2,341.73
EMP-00699,Travel Allowance,1,16440.26
EMP-00699,Meal Allowance,1,21460.72
EMP-00699,Performance Allowance,1,5473.33
EMP-00699,Internet Allowance,1,4395.66
EMP-00699,Provident Fund,2,3473.39
EMP-00699,Income Tax,2,6070.45
EMP-00699,Professional Tax,2,9915.7
EMP-00700,Performance Allowance,1,5705.86
EMP-00700,Shift Allowance,1,6800.56
EMP-00700,Remote Work Allowance,1,6917.46
EMP-00700,Travel Allowance,1,5719.98
EMP-00700,Meal Allowance,1,1715.03
EMP-00700,Provident Fund,2,1700.79
EMP-00700,Gratuity Contribution,2,678.4
EMP-00700,Income Tax,2,3998.72
EMP-00700,Professional Tax,2,2323.83
EMP-00701,Performance Allowance,1,6870.83
EMP-00701,Travel Allowance,1,4057.18
EMP-00701,Transport Allowance,1,6282.13
EMP-00701,Meal Allowance,1,7080.47
EMP-00701,Special Allowance,1,2989.8
EMP-00701,Provident Fund,2,3594.84
EMP-00701,Professional Tax,2,1137.27
EMP-00702,Shift Allowance,1,24332.82
EMP-00702,Internet Allowance,1,17447.37
EMP-00702,Remote Work Allowance,1,4434.92
EMP-00702,Provident Fund,2,10304.65
EMP-00702,Gratuity Contribution,2,8574.17
EMP-00702,Insurance,2,14758.33
EMP-00703,House Rent Allowance,1,2554.3
EMP-00703,Medical Allowance,1,2122.95
EMP-00703,Meal Allowance,1,4899.18
EMP-00703,Travel Allowance,1,9293.17
EMP-00703,Shift Allowance,1,3901.59
EMP-00703,Income Tax,2,5134.5
EMP-00703,Gratuity Contribution,2,1928.27
EMP-00704,Transport Allowance,1,2128.51
EMP-00704,Performance Allowance,1,1969.18
EMP-00704,Internet Allowance,1,1679.13
EMP-00704,Special Allowance,1,7369.7
EMP-00704,Gratuity Contribution,2,2462.74
EMP-00704,Provident Fund,2,1825.99
EMP-00704,Professional Tax,2,2296.02
EMP-00704,Income Tax,2,2222.04
EMP-00705,Shift Allowance,1,5633.89
EMP-00705,Remote Work Allowance,1,13810.96
EMP-00705,Internet Allowance,1,15376.73
EMP-00705,Travel Allowance,1,12065.85
EMP-00705,Performance Allowance,1,14737.19
EMP-00705,Gratuity Contribution,2,4129.55
EMP-00705,Income Tax,2,5851.85
EMP-00705,Insurance,2,6680.86
EMP-00706,Remote Work Allowance,1,4290.4
EMP-00706,Shift Allowance,1,2272.81
EMP-00706,Meal Allowance,1,1849.85
EMP-00706,Transport Allowance,1,1511.55
EMP-00706,Insurance,2,1196.45
EMP-00706,Income Tax,2,1995.16
EMP-00706,Professional Tax,2,1768.65
EMP-00707,Transport Allowance,1,3144.39
EMP-00707,Medical Allowance,1,6796.49
EMP-00707,Meal Allowance,1,5027.64
EMP-00707,Internet Allowance,1,7216.26
EMP-00707,Shift Allowance,1,2452.74
EMP-00707,Income Tax,2,2663.15
EMP-00707,Insurance,2,1338.05
EMP-00707,Professional Tax,2,2736.33
EMP-00707,Gratuity Contribution,2,4411.98
EMP-00708,House Rent Allowance,1,21747.18
EMP-00708,Remote Work Allowance,1,24344.87
EMP-00708,Special Allowance,1,12754.17
EMP-00708,Professional Tax,2,21062.01
EMP-00708,Income Tax,2,17126.56
EMP-00708,Insurance,2,12341.23
EMP-00709,Internet Allowance,1,478.83
EMP-00709,Medical Allowance,1,3115.73
EMP-00709,Shift Allowance,1,1188.42
EMP-00709,Transport Allowance,1,2490.33
EMP-00709,Performance Allowance,1,804.89
EMP-00709,Professional Tax,2,1582.57
EMP-00709,Income Tax,2,263.96
EMP-00709,Provident Fund,2,568.9
EMP-00710,Meal Allowance,1,16072.12
EMP-00710,Remote Work Allowance,1,18788.81
EMP-00710,House Rent Allowance,1,18603.15
EMP-00710,Transport Allowance,1,16466.39
EMP-00710,Internet Allowance,1,21458.48
EMP-00710,Medical Allowance,1,14292.74
EMP-00710,Provident Fund,2,3920.64
EMP-00710,Professional Tax,2,6360.95
EMP-00710,Insurance,2,14188.23
EMP-00710,Gratuity Contribution,2,13008.74
EMP-00711,Medical Allowance,1,7955.57
EMP-00711,Meal Allowance,1,2756.85
EMP-00711,Remote Work Allowance,1,12145.56
EMP-00711,Professional Tax,2,1575.25
EMP-00711,Insurance,2,2257.91
EMP-00712,Shift Allowance,1,12847.42
EMP-00712,House Rent Allowance,1,5362.88
EMP-00712,Meal Allowance,1,14858.35
EMP-00712,Special Allowance,1,14703.34
EMP-00712,Provident Fund,2,9759.2
EMP-00712,Income Tax,2,7084.64
EMP-00712,Professional Tax,2,10067.08
EMP-00712,Gratuity Contribution,2,1906.74
EMP-00713,Performance Allowance,1,642.05
EMP-00713,Transport Allowance,1,2521.05
EMP-00713,Travel Allowance,1,1657.66
EMP-00713,Meal Allowance,1,2050.46
EMP-00713,Remote Work Allowance,1,860.77
EMP-00713,Medical Allowance,1,2678.14
EMP-00713,Gratuity Contribution,2,1446.21
EMP-00713,Professional Tax,2,1191.12
EMP-00714,House Rent Allowance,1,12512.47
EMP-00714,Transport Allowance,1,9197.67
EMP-00714,Medical Allowance,1,8198.93
EMP-00714,Travel Allowance,1,3492.12
EMP-00714,Income Tax,2,6612.49
EMP-00714,Provident Fund,2,1475.55
EMP-00715,Travel Allowance,1,1949.76
EMP-00715,Special Allowance,1,2177.57
EMP-00715,Meal Allowance,1,578.46
EMP-00715,Professional Tax,2,1727.21
EMP-00715,Income Tax,2,611.9
EMP-00715,Provident Fund,2,665.04
EMP-00716,Special Allowance,1,1283.22
EMP-00716,Travel Allowance,1,2773.48
EMP-00716,Medical Allowance,1,2820.49
EMP-00716,Remote Work Allowance,1,4158.95
EMP-00716,Performance Allowance,1,1454.49
EMP-00716,Shift Allowance,1,1256.68
EMP-00716,Income Tax,2,763.09
EMP-00716,Insurance,2,1331.41
EMP-00716,Professional Tax,2,2983.94
EMP-00716,Provident Fund,2,2704.47
EMP-00717,Travel Allowance,1,7915.56
EMP-00717,Transport Allowance,1,5021.07
EMP-00717,House Rent Allowance,1,5663.05
EMP-00717,Provident Fund,2,5585.22
EMP-00717,Professional Tax,2,4413.01
EMP-00717,Income Tax,2,2707.06
EMP-00717,Insurance,2,1463.84
EMP-00718,Remote Work Allowance,1,4823.59
EMP-00718,House Rent Allowance,1,2836.96
EMP-00718,Transport Allowance,1,5019.43
EMP-00718,Insurance,2,5062.53
EMP-00718,Provident Fund,2,5688.2
EMP-00718,Professional Tax,2,4403.69
EMP-00718,Income Tax,2,4635.85
EMP-00719,Shift Allowance,1,6087.98
EMP-00719,Internet Allowance,1,5030.91
EMP-00719,House Rent Allowance,1,8180.81
EMP-00719,Medical Allowance,1,4955.74
EMP-00719,Travel Allowance,1,2232.52
EMP-00719,Remote Work Allowance,1,4404.41
EMP-00719,Income Tax,2,4610.71
EMP-00719,Gratuity Contribution,2,3500.85
EMP-00720,Performance Allowance,1,13020.22
EMP-00720,Medical Allowance,1,9615.66
EMP-00720,Transport Allowance,1,5319.44
EMP-00720,Meal Allowance,1,3625.91
EMP-00720,Insurance,2,4880.81
EMP-00720,Provident Fund,2,5074.87
EMP-00720,Gratuity Contribution,2,9221.96
EMP-00720,Professional Tax,2,4742.48
EMP-00721,Transport Allowance,1,3863.95
EMP-00721,Remote Work Allowance,1,1536.07
EMP-00721,Shift Allowance,1,5352.76
EMP-00721,Internet Allowance,1,4170.19
EMP-00721,Special Allowance,1,3017.0
EMP-00721,Medical Allowance,1,3735.45
EMP-00721,Gratuity Contribution,2,2303.49
EMP-00721,Insurance,2,2242.55
EMP-00722,Meal Allowance,1,29839.08
EMP-00722,Remote Work Allowance,1,11902.02
EMP-00722,House Rent Allowance,1,27298.96
EMP-00722,Performance Allowance,1,27909.6
EMP-00722,Income Tax,2,19299.19
EMP-00722,Gratuity Contribution,2,15842.04
EMP-00723,Remote Work Allowance,1,737.91
EMP-00723,Special Allowance,1,1514.05
EMP-00723,Internet Allowance,1,1839.68
EMP-00723,Travel Allowance,1,2887.51
EMP-00723,Medical Allowance,1,3059.26
EMP-00723,Shift Allowance,1,2394.52
EMP-00723,Professional Tax,2,1263.04
EMP-00723,Insurance,2,1457.39
EMP-00723,Gratuity Contribution,2,268.51
EMP-00724,Medical Allowance,1,33754.08
EMP-00724,Meal Allowance,1,22286.83
EMP-00724,Shift Allowance,1,20150.2
EMP-00724,Professional Tax,2,9465.51
EMP-00724,Provident Fund,2,16088.93
EMP-00724,Gratuity Contribution,2,5448.7
EMP-00724,Insurance,2,6117.51
EMP-00725,Remote Work Allowance,1,2038.38
EMP-00725,Travel Allowance,1,5451.79
EMP-00725,Medical Allowance,1,7803.0
EMP-00725,Meal Allowance,1,8114.71
EMP-00725,Professional Tax,2,3654.76
EMP-00725,Insurance,2,1144.93
EMP-00725,Provident Fund,2,5668.27
EMP-00726,Performance Allowance,1,16122.25
EMP-00726,Remote Work Allowance,1,33664.0
EMP-00726,Transport Allowance,1,18312.93
EMP-00726,Insurance,2,28503.07
EMP-00726,Income Tax,2,28308.51
EMP-00726,Gratuity Contribution,2,28068.01
EMP-00727,Remote Work Allowance,1,1587.95
EMP-00727,Special Allowance,1,6445.53
EMP-00727,House Rent Allowance,1,5362.14
EMP-00727,Meal Allowance,1,7453.16
EMP-00727,Shift Allowance,1,6374.06
EMP-00727,Medical Allowance,1,1263.08
EMP-00727,Professional Tax,2,4827.24
EMP-00727,Gratuity Contribution,2,2707.2
EMP-00727,Provident Fund,2,4161.23
EMP-00727,Insurance,2,2483.8
EMP-00728,Performance Allowance,1,1564.82
EMP-00728,Travel Allowance,1,1113.07
EMP-00728,Special Allowance,1,1928.41
EMP-00728,House Rent Allowance,1,1168.14
EMP-00728,Meal Allowance,1,703.09
EMP-00728,Remote Work Allowance,1,2426.42
EMP-00728,Insurance,2,1537.14
EMP-00728,Gratuity Contribution,2,615.87
EMP-00728,Provident Fund,2,904.35
EMP-00728,Professional Tax,2,1588.44
EMP-00729,Internet Allowance,1,12467.24
EMP-00729,Shift Allowance,1,3949.66
EMP-00729,Transport Allowance,1,3002.89
EMP-00729,Meal Allowance,1,9962.24
EMP-00729,House Rent Allowance,1,9545.59
EMP-00729,Insurance,2,4451.74
EMP-00729,Professional Tax,2,8004.77
EMP-00729,Income Tax,2,4611.25
EMP-00729,Gratuity Contribution,2,3192.42
EMP-00730,Transport Allowance,1,2248.03
EMP-00730,Performance Allowance,1,5595.97
EMP-00730,Remote Work Allowance,1,1168.53
EMP-00730,House Rent Allowance,1,2456.07
EMP-00730,Shift Allowance,1,5478.25
EMP-00730,Gratuity Contribution,2,1513.47
EMP-00730,Professional Tax,2,470.3
EMP-00731,Special Allowance,1,7890.87
EMP-00731,Performance Allowance,1,7804.77
EMP-00731,Internet Allowance,1,6357.57
EMP-00731,Professional Tax,2,3746.87
EMP-00731,Income Tax,2,1901.88
EMP-00732,House Rent Allowance,1,4527.02
EMP-00732,Shift Allowance,1,694.88
EMP-00732,Travel Allowance,1,1469.84
EMP-00732,Remote Work Allowance,1,4351.37
EMP-00732,Gratuity Contribution,2,2838.45
EMP-00732,Insurance,2,385.86
EMP-00732,Income Tax,2,379.62
EMP-00733,Internet Allowance,1,967.91
EMP-00733,Special Allowance,1,621.09
EMP-00733,Transport Allowance,1,1403.55
EMP-00733,Medical Allowance,1,977.71
EMP-00733,Shift Allowance,1,410.69
EMP-00733,Travel Allowance,1,1606.27
EMP-00733,Insurance,2,290.7
EMP-00733,Professional Tax,2,1376.43
EMP-00734,Shift Allowance,1,3729.89
EMP-00734,Internet Allowance,1,9099.06
EMP-00734,House Rent Allowance,1,11727.72
EMP-00734,Performance Allowance,1,13670.66
EMP-00734,Gratuity Contribution,2,3587.71
EMP-00734,Provident Fund,2,5140.18
EMP-00735,Shift Allowance,1,1048.51
EMP-00735,House Rent Allowance,1,1698.43
EMP-00735,Medical Allowance,1,1181.66
EMP-00735,Transport Allowance,1,1239.32
EMP-00735,Professional Tax,2,810.13
EMP-00735,Gratuity Contribution,2,1130.3
EMP-00735,Provident Fund,2,1182.09
EMP-00736,Meal Allowance,1,5603.9
EMP-00736,Performance Allowance,1,2450.21
EMP-00736,Medical Allowance,1,2978.22
EMP-00736,House Rent Allowance,1,1189.44
EMP-00736,Transport Allowance,1,5147.24
EMP-00736,Professional Tax,2,910.81
EMP-00736,Provident Fund,2,1860.11
EMP-00737,Travel Allowance,1,9324.24
EMP-00737,Shift Allowance,1,17948.2
EMP-00737,Internet Allowance,1,14594.66
EMP-00737,Income Tax,2,3513.37
EMP-00737,Professional Tax,2,5366.3
EMP-00737,Provident Fund,2,4866.07
EMP-00737,Insurance,2,9725.58
EMP-00738,Transport Allowance,1,3187.67
EMP-00738,House Rent Allowance,1,1019.66
EMP-00738,Medical Allowance,1,2171.94
EMP-00738,Meal Allowance,1,1418.14
EMP-00738,Performance Allowance,1,1447.96
EMP-00738,Special Allowance,1,3043.92
EMP-00738,Income Tax,2,756.52
EMP-00738,Gratuity Contribution,2,304.03
EMP-00738,Insurance,2,1966.17
EMP-00739,Special Allowance,1,495.23
EMP-00739,Shift Allowance,1,2380.5
EMP-00739,Internet Allowance,1,1712.88
EMP-00739,Insurance,2,1274.25
EMP-00739,Gratuity Contribution,2,1767.26
EMP-00739,Professional Tax,2,1494.48
EMP-00740,Internet Allowance,1,29703.93
EMP-00740,Shift Allowance,1,13978.83
EMP-00740,Travel Allowance,1,7393.15
EMP-00740,Income Tax,2,6975.23
EMP-00740,Gratuity Contribution,2,14903.34
EMP-00740,Insurance,2,2158.49
EMP-00740,Professional Tax,2,6273.88
EMP-00741,Remote Work Allowance,1,4148.49
EMP-00741,Internet Allowance,1,2553.52
EMP-00741,Shift Allowance,1,1828.79
EMP-00741,Performance Allowance,1,7971.79
EMP-00741,Professional Tax,2,1860.27
EMP-00741,Provident Fund,2,2085.79
EMP-00742,Remote Work Allowance,1,19235.83
EMP-00742,Performance Allowance,1,29197.49
EMP-00742,House Rent Allowance,1,8784.58
EMP-00742,Special Allowance,1,22496.52
EMP-00742,Internet Allowance,1,22309.44
EMP-00742,Professional Tax,2,15101.34
EMP-00742,Insurance,2,21893.92
EMP-00742,Income Tax,2,6504.48
EMP-00742,Gratuity Contribution,2,13665.86
EMP-00743,Remote Work Allowance,1,9424.11
EMP-00743,Transport Allowance,1,1863.93
EMP-00743,Performance Allowance,1,9082.55
EMP-00743,Medical Allowance,1,8933.58
EMP-00743,Gratuity Contribution,2,1088.5
EMP-00743,Provident Fund,2,957.45
EMP-00744,Transport Allowance,1,18327.52
EMP-00744,Special Allowance,1,19511.23
EMP-00744,Medical Allowance,1,15070.6
EMP-00744,Performance Allowance,1,13081.02
EMP-00744,Shift Allowance,1,3347.1
EMP-00744,Travel Allowance,1,11285.78
EMP-00744,Gratuity Contribution,2,6400.67
EMP-00744,Income Tax,2,8205.25
EMP-00745,House Rent Allowance,1,8983.3
EMP-00745,Performance Allowance,1,9341.12
EMP-00745,Special Allowance,1,2122.22
EMP-00745,Remote Work Allowance,1,1797.38
EMP-00745,Meal Allowance,1,3743.5
EMP-00745,Internet Allowance,1,3675.54
EMP-00745,Income Tax,2,5326.21
EMP-00745,Professional Tax,2,3781.57
EMP-00746,Travel Allowance,1,2786.23
EMP-00746,Shift Allowance,1,1040.17
EMP-00746,Medical Allowance,1,3012.37
EMP-00746,Provident Fund,2,1793.75
EMP-00746,Professional Tax,2,402.15
EMP-00747,Performance Allowance,1,5995.6
EMP-00747,Meal Allowance,1,6564.41
EMP-00747,Shift Allowance,1,6679.58
EMP-00747,Special Allowance,1,7315.7
EMP-00747,Remote Work Allowance,1,8396.19
EMP-00747,Income Tax,2,4499.87
EMP-00747,Gratuity Contribution,2,4443.71
EMP-00747,Provident Fund,2,5723.32
EMP-00748,Transport Allowance,1,5136.95
EMP-00748,Special Allowance,1,5005.99
EMP-00748,Remote Work Allowance,1,1775.88
EMP-00748,Performance Allowance,1,3009.98
EMP-00748,Provident Fund,2,2747.93
EMP-00748,Income Tax,2,2800.5
EMP-00749,House Rent Allowance,1,3158.16
EMP-00749,Medical Allowance,1,3058.76
EMP-00749,Meal Allowance,1,1607.57
EMP-00749,Performance Allowance,1,5678.27
EMP-00749,Travel Allowance,1,1824.05
EMP-00749,Provident Fund,2,1167.85
EMP-00749,Gratuity Contribution,2,2710.35
EMP-00750,Internet Allowance,1,3958.48
EMP-00750,Performance Allowance,1,5325.35
EMP-00750,Transport Allowance,1,1861.79
EMP-00750,Insurance,2,5300.94
EMP-00750,Income Tax,2,969.65
EMP-00750,Gratuity Contribution,2,3957.06
EMP-00750,Professional Tax,2,3241.06
EMP-00751,House Rent Allowance,1,4954.44
EMP-00751,Special Allowance,1,1341.58
EMP-00751,Shift Allowance,1,4140.87
EMP-00751,Internet Allowance,1,4281.02
EMP-00751,Professional Tax,2,687.33
EMP-00751,Provident Fund,2,745.9
EMP-00751,Insurance,2,4487.95
EMP-00752,Shift Allowance,1,4660.02
EMP-00752,Travel Allowance,1,5036.91
EMP-00752,Remote Work Allowance,1,5454.47
EMP-00752,Medical Allowance,1,2844.46
EMP-00752,Performance Allowance,1,1521.15
EMP-00752,Insurance,2,1046.88
EMP-00752,Professional Tax,2,4376.0
EMP-00753,Internet Allowance,1,4389.6
EMP-00753,Travel Allowance,1,2752.75
EMP-00753,Special Allowance,1,4818.94
EMP-00753,House Rent Allowance,1,1179.03
EMP-00753,Meal Allowance,1,2050.11
EMP-00753,Performance Allowance,1,1401.5
EMP-00753,Gratuity Contribution,2,1314.59
EMP-00753,Insurance,2,3431.59
EMP-00753,Provident Fund,2,2797.35
EMP-00754,Transport Allowance,1,16577.63
EMP-00754,Special Allowance,1,12497.51
EMP-00754,Shift Allowance,1,20027.46
EMP-00754,Gratuity Contribution,2,4043.51
EMP-00754,Professional Tax,2,1525.17
EMP-00755,Performance Allowance,1,1399.86
EMP-00755,Internet Allowance,1,3201.51
EMP-00755,Remote Work Allowance,1,1256.11
EMP-00755,Shift Allowance,1,2753.34
EMP-00755,House Rent Allowance,1,2607.04
EMP-00755,Income Tax,2,1947.74
EMP-00755,Provident Fund,2,1130.04
EMP-00755,Gratuity Contribution,2,722.75
EMP-00755,Professional Tax,2,431.93
EMP-00756,House Rent Allowance,1,17828.83
EMP-00756,Shift Allowance,1,3757.03
EMP-00756,Meal Allowance,1,3607.19
EMP-00756,Gratuity Contribution,2,13658.77
EMP-00756,Income Tax,2,13286.78
EMP-00756,Insurance,2,3748.72
EMP-00757,Shift Allowance,1,2137.75
EMP-00757,House Rent Allowance,1,2579.37
EMP-00757,Travel Allowance,1,998.74
EMP-00757,Meal Allowance,1,871.85
EMP-00757,Performance Allowance,1,1225.29
EMP-00757,Special Allowance,1,1766.54
EMP-00757,Gratuity Contribution,2,1313.94
EMP-00757,Income Tax,2,1056.89
EMP-00757,Professional Tax,2,1192.44
EMP-00758,House Rent Allowance,1,8927.83
EMP-00758,Transport Allowance,1,7110.56
EMP-00758,Travel Allowance,1,3993.71
EMP-00758,Insurance,2,1598.2
EMP-00758,Income Tax,2,2392.6
EMP-00758,Gratuity Contribution,2,1735.33
EMP-00759,House Rent Allowance,1,1544.24
EMP-00759,Remote Work Allowance,1,1929.55
EMP-00759,Shift Allowance,1,3091.6
EMP-00759,Provident Fund,2,1933.89
EMP-00759,Income Tax,2,2271.02
EMP-00759,Professional Tax,2,1721.85
EMP-00760,Remote Work Allowance,1,2244.0
EMP-00760,Internet Allowance,1,1659.88
EMP-00760,Shift Allowance,1,3381.35
EMP-00760,Travel Allowance,1,3504.61
EMP-00760,Transport Allowance,1,2837.41
EMP-00760,Meal Allowance,1,1547.43
EMP-00760,Professional Tax,2,2309.34
EMP-00760,Insurance,2,428.84
EMP-00761,Shift Allowance,1,2681.94
EMP-00761,Meal Allowance,1,7018.93
EMP-00761,House Rent Allowance,1,9816.93
EMP-00761,Provident Fund,2,4020.14
EMP-00761,Gratuity Contribution,2,6061.57
EMP-00761,Professional Tax,2,5864.31
EMP-00762,Remote Work Allowance,1,6165.07
EMP-00762,Transport Allowance,1,7030.29
EMP-00762,Meal Allowance,1,4411.99
EMP-00762,Shift Allowance,1,3427.59
EMP-00762,Provident Fund,2,610.33
EMP-00762,Insurance,2,1339.17
EMP-00762,Professional Tax,2,2538.97
EMP-00762,Gratuity Contribution,2,874.96
EMP-00763,Meal Allowance,1,9212.6
EMP-00763,Remote Work Allowance,1,7999.78
EMP-00763,Performance Allowance,1,7409.02
EMP-00763,Shift Allowance,1,6907.43
EMP-00763,Travel Allowance,1,3784.71
EMP-00763,Provident Fund,2,6875.53
EMP-00763,Income Tax,2,4030.4
EMP-00763,Professional Tax,2,5729.21
EMP-00764,Remote Work Allowance,1,6041.76
EMP-00764,House Rent Allowance,1,11237.45
EMP-00764,Medical Allowance,1,20840.93
EMP-00764,Special Allowance,1,23914.13
EMP-00764,Internet Allowance,1,25597.14
EMP-00764,Insurance,2,5653.47
EMP-00764,Income Tax,2,9913.41
EMP-00764,Professional Tax,2,12242.11
EMP-00764,Provident Fund,2,16228.41
EMP-00765,House Rent Allowance,1,6366.45
EMP-00765,Shift Allowance,1,19719.24
EMP-00765,Meal Allowance,1,5131.7
EMP-00765,Performance Allowance,1,11708.42
EMP-00765,Income Tax,2,13172.51
EMP-00765,Provident Fund,2,8719.72
EMP-00765,Insurance,2,3474.67
EMP-00766,Transport Allowance,1,3237.28
EMP-00766,House Rent Allowance,1,1269.37
EMP-00766,Travel Allowance,1,908.68
EMP-00766,Performance Allowance,1,1437.13
EMP-00766,Professional Tax,2,1798.36
EMP-00766,Gratuity Contribution,2,2674.59
EMP-00766,Income Tax,2,1535.21
EMP-00766,Insurance,2,482.36
EMP-00767,Remote Work Allowance,1,1717.07
EMP-00767,Special Allowance,1,2033.88
EMP-00767,Transport Allowance,1,1134.11
